📝 Logging started: resnet152_pdt_20260219_021949.log
✅ CIFAR-100 Data loaded: Train(50000), Val/Test(10000)
Experimental Mode: N/A
Target Model: resnet152 | Dataset: cifar100

[Stage 1] Analyzing Residual Topology for resnet via PyTorch FX...

==================== Final Topology Groups ====================
 Group  1 | Channels:  256 | Layers: layer1.0.conv3 ... (2 layers)
 Group  2 | Channels:  256 | Layers: layer1.0.conv3 ... (3 layers)
 Group  3 | Channels:  256 | Layers: layer1.0.conv3 ... (4 layers)
 Group  4 | Channels:  512 | Layers: layer2.0.conv3 ... (2 layers)
 Group  5 | Channels:  512 | Layers: layer2.0.conv3 ... (3 layers)
 Group  6 | Channels:  512 | Layers: layer2.0.conv3 ... (4 layers)
 Group  7 | Channels:  512 | Layers: layer2.0.conv3 ... (5 layers)
 Group  8 | Channels:  512 | Layers: layer2.0.conv3 ... (6 layers)
 Group  9 | Channels:  512 | Layers: layer2.0.conv3 ... (7 layers)
 Group 10 | Channels:  512 | Layers: layer2.0.conv3 ... (8 layers)
 Group 11 | Channels:  512 | Layers: layer2.0.conv3 ... (9 layers)
 Group 12 | Channels: 1024 | Layers: layer3.0.conv3 ... (2 layers)
 Group 13 | Channels: 1024 | Layers: layer3.0.conv3 ... (3 layers)
 Group 14 | Channels: 1024 | Layers: layer3.0.conv3 ... (4 layers)
 Group 15 | Channels: 1024 | Layers: layer3.0.conv3 ... (5 layers)
 Group 16 | Channels: 1024 | Layers: layer3.0.conv3 ... (6 layers)
 Group 17 | Channels: 1024 | Layers: layer3.0.conv3 ... (7 layers)
 Group 18 | Channels: 1024 | Layers: layer3.0.conv3 ... (8 layers)
 Group 19 | Channels: 1024 | Layers: layer3.0.conv3 ... (9 layers)
 Group 20 | Channels: 1024 | Layers: layer3.0.conv3 ... (10 layers)
 Group 21 | Channels: 1024 | Layers: layer3.0.conv3 ... (11 layers)
 Group 22 | Channels: 1024 | Layers: layer3.0.conv3 ... (12 layers)
 Group 23 | Channels: 1024 | Layers: layer3.0.conv3 ... (13 layers)
 Group 24 | Channels: 1024 | Layers: layer3.0.conv3 ... (14 layers)
 Group 25 | Channels: 1024 | Layers: layer3.0.conv3 ... (15 layers)
 Group 26 | Channels: 1024 | Layers: layer3.0.conv3 ... (16 layers)
 Group 27 | Channels: 1024 | Layers: layer3.0.conv3 ... (17 layers)
 Group 28 | Channels: 1024 | Layers: layer3.0.conv3 ... (18 layers)
 Group 29 | Channels: 1024 | Layers: layer3.0.conv3 ... (19 layers)
 Group 30 | Channels: 1024 | Layers: layer3.0.conv3 ... (20 layers)
 Group 31 | Channels: 1024 | Layers: layer3.0.conv3 ... (21 layers)
 Group 32 | Channels: 1024 | Layers: layer3.0.conv3 ... (22 layers)
 Group 33 | Channels: 1024 | Layers: layer3.0.conv3 ... (23 layers)
 Group 34 | Channels: 1024 | Layers: layer3.0.conv3 ... (24 layers)
 Group 35 | Channels: 1024 | Layers: layer3.0.conv3 ... (25 layers)
 Group 36 | Channels: 1024 | Layers: layer3.0.conv3 ... (26 layers)
 Group 37 | Channels: 1024 | Layers: layer3.0.conv3 ... (27 layers)
 Group 38 | Channels: 1024 | Layers: layer3.0.conv3 ... (28 layers)
 Group 39 | Channels: 1024 | Layers: layer3.0.conv3 ... (29 layers)
 Group 40 | Channels: 1024 | Layers: layer3.0.conv3 ... (30 layers)
 Group 41 | Channels: 1024 | Layers: layer3.0.conv3 ... (31 layers)
 Group 42 | Channels: 1024 | Layers: layer3.0.conv3 ... (32 layers)
 Group 43 | Channels: 1024 | Layers: layer3.0.conv3 ... (33 layers)
 Group 44 | Channels: 1024 | Layers: layer3.0.conv3 ... (34 layers)
 Group 45 | Channels: 1024 | Layers: layer3.0.conv3 ... (35 layers)
 Group 46 | Channels: 1024 | Layers: layer3.0.conv3 ... (36 layers)
 Group 47 | Channels: 1024 | Layers: layer3.0.conv3 ... (37 layers)
 Group 48 | Channels: 2048 | Layers: layer4.0.conv3 ... (2 layers)
 Group 49 | Channels: 2048 | Layers: layer4.0.conv3 ... (3 layers)
 Group 50 | Channels: 2048 | Layers: layer4.0.conv3 ... (4 layers)
===============================================================
[*] Total 50 groups identified.


[Pruner Init] Identified 50 groups for pruning.
[*] Applied Min Survival Guarantee: 10.0%
[System] Initializing PDTPruner (Stable Version)

>>> Strategy: PDT | Total Epochs: 200
>>> Pruning starts at Epoch 40, every 20 epochs.
Epoch 1/200 | Loss: 4.4009 | Val Acc: 8.08% | Peak VRAM: 3895.78 MB
Epoch 2/200 | Loss: 3.6845 | Val Acc: 16.81% | Peak VRAM: 3893.78 MB
Epoch 3/200 | Loss: 3.1220 | Val Acc: 27.60% | Peak VRAM: 3893.78 MB
Epoch 4/200 | Loss: 2.5824 | Val Acc: 35.27% | Peak VRAM: 3893.78 MB
Epoch 5/200 | Loss: 2.1795 | Val Acc: 43.36% | Peak VRAM: 3893.78 MB
Epoch 6/200 | Loss: 1.8918 | Val Acc: 46.60% | Peak VRAM: 3893.78 MB
Epoch 7/200 | Loss: 1.6901 | Val Acc: 52.28% | Peak VRAM: 3893.78 MB
Epoch 8/200 | Loss: 1.5431 | Val Acc: 52.55% | Peak VRAM: 3893.78 MB
Epoch 9/200 | Loss: 1.4236 | Val Acc: 53.56% | Peak VRAM: 3893.78 MB
Epoch 10/200 | Loss: 1.3287 | Val Acc: 57.07% | Peak VRAM: 3893.78 MB
Epoch 11/200 | Loss: 1.2494 | Val Acc: 57.55% | Peak VRAM: 3893.78 MB
Epoch 12/200 | Loss: 1.1834 | Val Acc: 59.85% | Peak VRAM: 3893.78 MB
Epoch 13/200 | Loss: 1.1192 | Val Acc: 58.72% | Peak VRAM: 3893.78 MB
Epoch 14/200 | Loss: 1.0801 | Val Acc: 60.77% | Peak VRAM: 3893.78 MB
Epoch 15/200 | Loss: 1.0250 | Val Acc: 61.64% | Peak VRAM: 3893.78 MB
Epoch 16/200 | Loss: 0.9840 | Val Acc: 62.75% | Peak VRAM: 3893.78 MB
Epoch 17/200 | Loss: 0.9494 | Val Acc: 61.80% | Peak VRAM: 3893.78 MB
Epoch 18/200 | Loss: 0.9158 | Val Acc: 64.26% | Peak VRAM: 3893.78 MB
Epoch 19/200 | Loss: 0.8810 | Val Acc: 63.68% | Peak VRAM: 3893.78 MB
Epoch 20/200 | Loss: 0.8541 | Val Acc: 62.71% | Peak VRAM: 3893.78 MB
Epoch 21/200 | Loss: 0.8267 | Val Acc: 63.66% | Peak VRAM: 3893.78 MB
Epoch 22/200 | Loss: 0.7961 | Val Acc: 65.88% | Peak VRAM: 3893.78 MB
Epoch 23/200 | Loss: 0.7815 | Val Acc: 66.13% | Peak VRAM: 3893.78 MB
Epoch 24/200 | Loss: 0.7624 | Val Acc: 65.43% | Peak VRAM: 3893.78 MB
Epoch 25/200 | Loss: 0.7393 | Val Acc: 64.57% | Peak VRAM: 3893.78 MB
Epoch 26/200 | Loss: 0.7248 | Val Acc: 66.69% | Peak VRAM: 3893.78 MB
Epoch 27/200 | Loss: 0.7130 | Val Acc: 65.74% | Peak VRAM: 3893.78 MB
Epoch 28/200 | Loss: 0.6901 | Val Acc: 66.26% | Peak VRAM: 3893.78 MB
Epoch 29/200 | Loss: 0.6843 | Val Acc: 64.07% | Peak VRAM: 3893.78 MB
Epoch 30/200 | Loss: 0.6759 | Val Acc: 64.99% | Peak VRAM: 3893.78 MB
Epoch 31/200 | Loss: 0.6654 | Val Acc: 66.07% | Peak VRAM: 3893.78 MB
Epoch 32/200 | Loss: 0.6540 | Val Acc: 64.59% | Peak VRAM: 3893.78 MB
Epoch 33/200 | Loss: 0.6474 | Val Acc: 66.10% | Peak VRAM: 3893.78 MB
Epoch 34/200 | Loss: 0.6433 | Val Acc: 64.24% | Peak VRAM: 3893.78 MB
Epoch 35/200 | Loss: 0.6340 | Val Acc: 64.77% | Peak VRAM: 3893.78 MB
Epoch 36/200 | Loss: 0.6263 | Val Acc: 64.24% | Peak VRAM: 3893.78 MB
Epoch 37/200 | Loss: 0.6166 | Val Acc: 67.11% | Peak VRAM: 3893.78 MB
Epoch 38/200 | Loss: 0.6149 | Val Acc: 66.18% | Peak VRAM: 3893.78 MB
Epoch 39/200 | Loss: 0.6066 | Val Acc: 67.20% | Peak VRAM: 3893.78 MB

[DEBUG] >>> PRUNING @ Epoch 40

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 40/200

============================== PDT Pruning Report: Epoch 40 ==============================
 [*] Pruned this step: 148292 units | VRAM: 4139.3MB -> 4139.3MB
 Group  1 |  255/ 256 |     0.4% | Hessian: 0.071880
 Group  2 |  255/ 256 |     0.4% | Hessian: 0.071880
 Group  3 |  255/ 256 |     0.4% | Hessian: 0.071880
 Group  4 |  512/ 512 |     0.0% | Hessian: 0.138148
 Group  5 |  512/ 512 |     0.0% | Hessian: 0.138148
 Group  6 |  512/ 512 |     0.0% | Hessian: 0.138148
 Group  7 |  512/ 512 |     0.0% | Hessian: 0.138148
